,Reporter,Partner,Trade_Indicator,CountryPair,L3
3486,Cambodia,Luxembourg,0.0,C116C442,N03
3487,Cambodia,"Macao, China",0.0,C116C446,N03
3488,Cambodia,Madagascar,0.0,C116C450,N03
3489,Cambodia,Malawi,0.0,C116C454,N03
3490,Cambodia,Malaysia,0.0173,C116C458,N03
3491,Cambodia,Maldives,0.0,C116C462,N03
3492,Cambodia,Mali,0.0,C116C466,N03
3493,Cambodia,Malta,0.0,C116C470,N03
3494,Cambodia,Mauritania,0.0,C116C478,N03
3495,Cambodia,Mauritius,0.0,C116C480,N03
3496,Cambodia,Mexico,0.0001,C116C484,N03
3497,Cambodia,Mongolia,0.0,C116C496,N03
3498,Cambodia,"Moldova, Republic of",0.0,C116C498,N03
3499,Cambodia,Morocco,0.0,C116C504,N03
3500,Cambodia,Mozambique,0.0,C116C508,N03
3501,Cambodia,Oman,0.0,C116C512,N03
3502,Cambodia,Namibia,0.0,C116C516,N03
3503,Cambodia,Nepal,0.0,C116C524,N03
3504,Cambodia,Netherlands,0.0248,C116C528,N03
3505,Cambodia,New Zealand,0.0,C116C554,N03
3506,Cambodia,Nicaragua,0.0,C116C558,N03
3507,Cambodia,Niger,0.0,C116C562,N03
3508,Cambodia,Nigeria,0.0,C116C566,N03
3509,Cambodia,Norway,0.0,C116C578,N03
3510,Cambodia,Pakistan,0.1431,C116C586,N03
3511,Cambodia,Panama,0.0,C116C591,N03
3512,Cambodia,Paraguay,0.0,C116C600,N03
3513,Cambodia,Peru,0.0,C116C604,N03
3514,Cambodia,Philippines,0.0265,C116C608,N03
3515,Cambodia,Poland,0.0001,C116C616,N03
3516,Cambodia,Portugal,0.0014,C116C620,N03
3517,Cambodia,Timor-Leste,0.0,C116C626,N03
3518,Cambodia,Qatar,0.0,C116C634,N03
3519,Cambodia,Romania,0.0001,C116C642,N03
3520,Cambodia,Russian Federation,0.0012000000000000001,C116C643,N03
3521,Cambodia,Rwanda,0.0,C116C646,N03
3522,Cambodia,Saint Kitts and Nevis,0.0,C116C659,N03
3523,Cambodia,Saint Lucia,0.0,C116C662,N03
3524,Cambodia,Saint Vincent and the Grenadines,0.0,C116C670,N03
3525,Cambodia,Sao Tom̩ and Principe,0.0,C116C678,N03
3526,Cambodia,"Saudi Arabia, Kingdom of",0.0,C116C682,N03
3527,Cambodia,Senegal,0.0,C116C686,N03
3528,Cambodia,Seychelles,0.0,C116C690,N03
3529,Cambodia,Sierra Leone,0.0,C116C694,N03
3530,Cambodia,Singapore,0.0119,C116C702,N03
3531,Cambodia,Slovak Republic,0.00030000000000000003,C116C703,N03
3532,Cambodia,Viet Nam,0.1655,C116C704,N03
3533,Cambodia,Slovenia,0.0003,C116C705,N03
3534,Cambodia,South Africa,0.0,C116C710,N03
3535,Cambodia,Zimbabwe,0.0,C116C716,N03
3536,Cambodia,Spain,0.0078000000000000005,C116C724,N03
3537,Cambodia,Sudan,0.0,C116C736,N03
3538,Cambodia,Suriname,0.0,C116C740,N03
3539,Cambodia,Eswatini,0.0019,C116C748,N03
3540,Cambodia,Sweden,0.0023,C116C752,N03
3541,Cambodia,Switzerland,0.0269,C116C756,N03
3542,Cambodia,Tajikistan,0.0,C116C762,N03
3543,Cambodia,Thailand,0.1714,C116C764,N03
3544,Cambodia,Togo,0.0,C116C768,N03
3545,Cambodia,Tonga,0.0,C116C776,N03
3546,Cambodia,Trinidad and Tobago,0.0,C116C780,N03
3547,Cambodia,United Arab Emirates,0.0001,C116C784,N03
3548,Cambodia,Tunisia,0.0,C116C788,N03
3549,Cambodia,Turkey,0.0048000000000000004,C116C792,N03
3550,Cambodia,Uganda,0.0,C116C800,N03
3551,Cambodia,Ukraine,0.0031999999999999997,C116C804,N03
3552,Cambodia,North Macedonia,0.00030000000000000003,C116C807,N03
3553,Cambodia,Egypt,0.0,C116C818,N03
3554,Cambodia,United Kingdom,0.011,C116C826,N03
3555,Cambodia,Tanzania,0.0,C116C834,N03
3556,Cambodia,USA,0.030699999999999998,C116C840,N03
3557,Cambodia,Burkina Faso,0.0,C116C854,N03
3558,Cambodia,Uruguay,0.0,C116C858,N03
3559,Cambodia,Uzbekistan,0.0,C116C860,N03
3560,Cambodia,Venezuela,0.0,C116C862,N03
3561,Cambodia,Samoa,0.0,C116C882,N03
3562,Cambodia,Yemen,0.0,C116C887,N03
3563,Cambodia,Serbia,0.0,C116C892,N03
3564,Cambodia,Montenegro,0.0,C116C893,N03
3565,Cambodia,Zambia,0.0,C116C894,N03
3566,Cambodia,European Union,0.2802,C116U918,N03
3567,Cameroon,Afghanistan,0.0015,C120C004,N03
3568,Cameroon,Albania,0.0,C120C008,N03
3569,Cameroon,Algeria,0.0017,C120C012,N03
3570,Cameroon,Angola,0.0324,C120C024,N03
3571,Cameroon,Antigua and Barbuda,0.0,C120C028,N03
3572,Cameroon,Azerbaijan,0.0,C120C031,N03
3573,Cameroon,Argentina,0.0009000000000000001,C120C032,N03
3574,Cameroon,Australia,0.0007,C120C036,N03
3575,Cameroon,Austria,0.0057,C120C040,N03
3576,Cameroon,Bahamas,0.0,C120C044,N03
3577,Cameroon,"Bahrain, Kingdom of",0.0,C120C048,N03
3578,Cameroon,Bangladesh,0.0025,C120C050,N03
3579,Cameroon,Armenia,0.0,C120C051,N03
3580,Cameroon,Barbados,0.0,C120C052,N03
3581,Cameroon,Belgium,0.0573,C120C056,N03
3582,Cameroon,Bolivia,0.0,C120C068,N03
3583,Cameroon,Bosnia & Herzegovina,0.0,C120C070,N03
3584,Cameroon,Botswana,0.0,C120C072,N03
3585,Cameroon,Brazil,0.0,C120C076,N03
3586,Cameroon,Belize,0.0,C120C084,N03
3587,Cameroon,Solomon Islands,0.0,C120C090,N03
3588,Cameroon,Brunei Darussalam,0.0,C120C096,N03
3589,Cameroon,Bulgaria,0.0,C120C100,N03
3590,Cameroon,Myanmar,0.0,C120C104,N03
3591,Cameroon,Burundi,0.0,C120C108,N03
3592,Cameroon,Belarus,0.0,C120C112,N03
3593,Cameroon,Cambodia,0.009099999999999999,C120C116,N03
3594,Cameroon,Canada,0.0012,C120C124,N03
3595,Cameroon,Cabo Verde,0.0,C120C132,N03
3596,Cameroon,Central African Republic,0.0,C120C140,N03
3597,Cameroon,Sri Lanka,0.0,C120C144,N03
3598,Cameroon,Chad,0.0096,C120C148,N03
3599,Cameroon,Chile,0.0002,C120C152,N03
3600,Cameroon,China,0.0835,C120C156,N03
3601,Cameroon,"Taipei, Chinese",0.0,C120C158,N03
3602,Cameroon,Colombia,0.0,C120C170,N03
3603,Cameroon,Comoros,0.0,C120C174,N03
3604,Cameroon,Congo,0.3849,C120C178,N03
3605,Cameroon,Congo (DRC),0.0001,C120C180,N03
3606,Cameroon,Costa Rica,0.0,C120C188,N03
3607,Cameroon,Croatia,0.0,C120C191,N03
3608,Cameroon,Cuba,0.0,C120C192,N03
3609,Cameroon,Cyprus,0.0,C120C196,N03
3610,Cameroon,Czech Republic,0.0002,C120C203,N03
3611,Cameroon,Benin,0.0,C120C204,N03
3612,Cameroon,Denmark,0.0061,C120C208,N03
3613,Cameroon,Dominican Republic,0.0,C120C214,N03
3614,Cameroon,Ecuador,0.0,C120C218,N03
3615,Cameroon,El Salvador,0.0,C120C222,N03
3616,Cameroon,Ethiopia,0.0003,C120C231,N03
3617,Cameroon,Estonia,0.0,C120C233,N03
3618,Cameroon,Fiji,0.0,C120C242,N03
3619,Cameroon,Finland,0.0,C120C246,N03
3620,Cameroon,France,0.2636,C120C250,N03
3621,Cameroon,Gabon,0.0,C120C266,N03
3622,Cameroon,Georgia,0.0,C120C268,N03
3623,Cameroon,The Gambia,0.0,C120C270,N03
3624,Cameroon,Germany,0.052000000000000005,C120C276,N03
3625,Cameroon,Ghana,0.0819,C120C288,N03
3626,Cameroon,Greece,0.0046,C120C300,N03
3627,Cameroon,Grenada,0.0,C120C308,N03
3628,Cameroon,Guatemala,0.0,C120C320,N03
3629,Cameroon,Guinea,0.0006,C120C324,N03
3630,Cameroon,Guyana,0.0,C120C328,N03
3631,Cameroon,Honduras,0.0,C120C340,N03
3632,Cameroon,"Hong Kong, China",0.00030000000000000003,C120C344,N03
3633,Cameroon,Hungary,0.0017000000000000001,C120C348,N03
3634,Cameroon,Iceland,0.0002,C120C352,N03
3635,Cameroon,India,0.30870000000000003,C120C356,N03
3636,Cameroon,Indonesia,0.0022,C120C360,N03
3637,Cameroon,Iran,0.0009,C120C364,N03
3638,Cameroon,Ireland,0.0058,C120C372,N03
3639,Cameroon,Israel,0.0001,C120C376,N03
3640,Cameroon,Italy,0.0237,C120C380,N03
3641,Cameroon,C̫te d'Ivoire,0.1506,C120C384,N03
3642,Cameroon,Jamaica,0.0,C120C388,N03
3643,Cameroon,Japan,0.0002,C120C392,N03
3644,Cameroon,Kazakhstan,0.0,C120C398,N03
3645,Cameroon,Jordan,0.0015,C120C400,N03
3646,Cameroon,Kenya,0.0,C120C404,N03
3647,Cameroon,"Korea, Republic of",0.0039,C120C410,N03
3648,Cameroon,"Kuwait, the State of",0.0,C120C414,N03
3649,Cameroon,Kyrgyz Republic,0.0,C120C417,N03
3650,Cameroon,Lao PDR,0.0,C120C418,N03
3651,Cameroon,Lebanese Republic,0.0003,C120C422,N03
3652,Cameroon,Lesotho,0.0,C120C426,N03
3653,Cameroon,Latvia,0.0,C120C428,N03
3654,Cameroon,Libya,0.0,C120C434,N03
3655,Cameroon,Lithuania,0.0,C120C440,N03
3656,Cameroon,Luxembourg,0.0,C120C442,N03
3657,Cameroon,"Macao, China",0.0,C120C446,N03
3658,Cameroon,Madagascar,0.0,C120C450,N03
3659,Cameroon,Malawi,0.0,C120C454,N03
3660,Cameroon,Malaysia,0.0,C120C458,N03
3661,Cameroon,Maldives,0.0,C120C462,N03
3662,Cameroon,Mali,0.0002,C120C466,N03
3663,Cameroon,Malta,0.0,C120C470,N03
3664,Cameroon,Mauritania,0.5959,C120C478,N03
3665,Cameroon,Mauritius,0.024,C120C480,N03
3666,Cameroon,Mexico,0.009000000000000001,C120C484,N03
3667,Cameroon,Mongolia,0.0,C120C496,N03
3668,Cameroon,"Moldova, Republic of",0.0,C120C498,N03
3669,Cameroon,Morocco,0.1623,C120C504,N03
3670,Cameroon,Mozambique,0.0,C120C508,N03
3671,Cameroon,Oman,0.0009,C120C512,N03
3672,Cameroon,Namibia,0.0,C120C516,N03
3673,Cameroon,Nepal,0.0,C120C524,N03
3674,Cameroon,Netherlands,0.010799999999999999,C120C528,N03
3675,Cameroon,New Zealand,0.0,C120C554,N03
3676,Cameroon,Nicaragua,0.0,C120C558,N03
3677,Cameroon,Niger,0.0,C120C562,N03
3678,Cameroon,Nigeria,0.0058000000000000005,C120C566,N03
3679,Cameroon,Norway,0.0,C120C578,N03
3680,Cameroon,Pakistan,0.0108,C120C586,N03
3681,Cameroon,Panama,0.0,C120C591,N03
3682,Cameroon,Paraguay,0.0,C120C600,N03
3683,Cameroon,Peru,0.0,C120C604,N03
3684,Cameroon,Philippines,0.0001,C120C608,N03
3685,Cameroon,Poland,0.0005,C120C616,N03
3686,Cameroon,Portugal,0.0096,C120C620,N03
3687,Cameroon,Timor-Leste,0.0,C120C626,N03
3688,Cameroon,Qatar,0.0,C120C634,N03
3689,Cameroon,Romania,0.0002,C120C642,N03
3690,Cameroon,Russian Federation,0.0,C120C643,N03
3691,Cameroon,Rwanda,0.13520000000000001,C120C646,N03
3692,Cameroon,Saint Kitts and Nevis,0.0,C120C659,N03
3693,Cameroon,Saint Lucia,0.0,C120C662,N03
3694,Cameroon,Saint Vincent and the Grenadines,0.0,C120C670,N03
3695,Cameroon,Sao Tom̩ and Principe,0.0,C120C678,N03
3696,Cameroon,"Saudi Arabia, Kingdom of",0.0010999999999999998,C120C682,N03
3697,Cameroon,Senegal,0.1381,C120C686,N03
3698,Cameroon,Seychelles,0.0,C120C690,N03
3699,Cameroon,Sierra Leone,0.0709,C120C694,N03
3700,Cameroon,Singapore,0.0,C120C702,N03
3701,Cameroon,Slovak Republic,0.0001,C120C703,N03
3702,Cameroon,Viet Nam,0.0,C120C704,N03
3703,Cameroon,Slovenia,0.0029999999999999996,C120C705,N03
3704,Cameroon,South Africa,0.0071,C120C710,N03
3705,Cameroon,Zimbabwe,0.0,C120C716,N03
3706,Cameroon,Spain,0.028499999999999998,C120C724,N03
3707,Cameroon,Sudan,0.0,C120C736,N03
3708,Cameroon,Suriname,0.0,C120C740,N03
3709,Cameroon,Eswatini,0.0001,C120C748,N03
3710,Cameroon,Sweden,0.0016,C120C752,N03
3711,Cameroon,Switzerland,0.0137,C120C756,N03
3712,Cameroon,Tajikistan,0.0,C120C762,N03
3713,Cameroon,Thailand,0.0012,C120C764,N03
3714,Cameroon,Togo,0.010100000000000001,C120C768,N03
3715,Cameroon,Tonga,0.0,C120C776,N03
3716,Cameroon,Trinidad and Tobago,0.0,C120C780,N03
3717,Cameroon,United Arab Emirates,0.0014,C120C784,N03
3718,Cameroon,Tunisia,0.0312,C120C788,N03
3719,Cameroon,Turkey,0.0112,C120C792,N03
3720,Cameroon,Uganda,0.0,C120C800,N03
3721,Cameroon,Ukraine,0.0,C120C804,N03
3722,Cameroon,North Macedonia,0.0,C120C807,N03
3723,Cameroon,Egypt,0.007,C120C818,N03
3724,Cameroon,United Kingdom,0.0095,C120C826,N03
3725,Cameroon,Tanzania,0.0,C120C834,N03
3726,Cameroon,USA,0.004,C120C840,N03
3727,Cameroon,Burkina Faso,0.0011,C120C854,N03
3728,Cameroon,Uruguay,0.0,C120C858,N03
3729,Cameroon,Uzbekistan,0.0,C120C860,N03
3730,Cameroon,Venezuela,0.0,C120C862,N03
3731,Cameroon,Samoa,0.0,C120C882,N03
3732,Cameroon,Yemen,0.0,C120C887,N03
3733,Cameroon,Serbia,0.0,C120C892,N03
3734,Cameroon,Montenegro,0.0,C120C893,N03
3735,Cameroon,Zambia,0.0,C120C894,N03
3736,Cameroon,European Union,0.4713,C120U918,N03
3737,Canada,Afghanistan,0.0001,C124C004,N03
3738,Canada,Albania,0.0001,C124C008,N03
3739,Canada,Algeria,0.0014,C124C012,N03
3740,Canada,Angola,0.0,C124C024,N03
3741,Canada,Antigua and Barbuda,0.0,C124C028,N03
3742,Canada,Azerbaijan,0.0,C124C031,N03
3743,Canada,Argentina,0.0038,C124C032,N03
3744,Canada,Australia,0.0153,C124C036,N03
3745,Canada,Austria,0.0265,C124C040,N03
3746,Canada,Bahamas,0.0008,C124C044,N03
3747,Canada,"Bahrain, Kingdom of",0.0,C124C048,N03
3748,Canada,Bangladesh,0.0092,C124C050,N03
3749,Canada,Armenia,0.0,C124C051,N03
3750,Canada,Barbados,0.0003,C124C052,N03
3751,Canada,Belgium,0.0854,C124C056,N03
3752,Canada,Bolivia,0.0001,C124C068,N03
3753,Canada,Bosnia & Herzegovina,0.0,C124C070,N03
3754,Canada,Botswana,0.0529,C124C072,N03
3755,Canada,Brazil,0.0663,C124C076,N03
3756,Canada,Belize,0.0151,C124C084,N03
3757,Canada,Solomon Islands,0.0,C124C090,N03
3758,Canada,Brunei Darussalam,0.0,C124C096,N03
3759,Canada,Bulgaria,0.0106,C124C100,N03
3760,Canada,Myanmar,0.0,C124C104,N03
3761,Canada,Burundi,0.0707,C124C108,N03
3762,Canada,Belarus,0.0,C124C112,N03
3763,Canada,Cambodia,0.0021,C124C116,N03
3764,Canada,Cameroon,0.0025,C124C120,N03
3765,Canada,Cabo Verde,0.0,C124C132,N03
3766,Canada,Central African Republic,0.0,C124C140,N03
3767,Canada,Sri Lanka,0.0006,C124C144,N03
3768,Canada,Chad,0.0,C124C148,N03
3769,Canada,Chile,0.0183,C124C152,N03
3770,Canada,China,0.0277,C124C156,N03
3771,Canada,"Taipei, Chinese",0.0066,C124C158,N03
3772,Canada,Colombia,0.0033,C124C170,N03
3773,Canada,Comoros,0.062,C124C174,N03
3774,Canada,Congo,0.0,C124C178,N03
3775,Canada,Congo (DRC),0.0,C124C180,N03
3776,Canada,Costa Rica,0.0057,C124C188,N03
3777,Canada,Croatia,0.016300000000000002,C124C191,N03
3778,Canada,Cuba,0.0,C124C192,N03
3779,Canada,Cyprus,0.0024,C124C196,N03
3780,Canada,Czech Republic,0.0026000000000000003,C124C203,N03
3781,Canada,Benin,0.0013,C124C204,N03
3782,Canada,Denmark,0.0421,C124C208,N03
3783,Canada,Dominican Republic,0.0319,C124C214,N03
3784,Canada,Ecuador,0.0,C124C218,N03
3785,Canada,El Salvador,0.0,C124C222,N03
3786,Canada,Ethiopia,0.0,C124C231,N03
3787,Canada,Estonia,0.0012,C124C233,N03
3788,Canada,Fiji,0.0005,C124C242,N03
3789,Canada,Finland,0.040999999999999995,C124C246,N03
3790,Canada,France,0.042300000000000004,C124C250,N03
3791,Canada,Gabon,0.0,C124C266,N03
3792,Canada,Georgia,0.0,C124C268,N03
3793,Canada,The Gambia,0.0005,C124C270,N03
3794,Canada,Germany,0.14429999999999998,C124C276,N03
3795,Canada,Ghana,0.0001,C124C288,N03
3796,Canada,Greece,0.0043,C124C300,N03
3797,Canada,Grenada,0.0001,C124C308,N03
3798,Canada,Guatemala,0.0002,C124C320,N03
3799,Canada,Guinea,0.0005,C124C324,N03
3800,Canada,Guyana,0.0475,C124C328,N03
3801,Canada,Honduras,0.0151,C124C340,N03
3802,Canada,"Hong Kong, China",0.0031999999999999997,C124C344,N03
3803,Canada,Hungary,0.009600000000000001,C124C348,N03
3804,Canada,Iceland,0.0011,C124C352,N03
3805,Canada,India,0.0427,C124C356,N03
3806,Canada,Indonesia,0.0,C124C360,N03
3807,Canada,Iran,0.0002,C124C364,N03
3808,Canada,Ireland,0.0644,C124C372,N03
3809,Canada,Israel,0.025,C124C376,N03
3810,Canada,Italy,0.0399,C124C380,N03
3811,Canada,C̫te d'Ivoire,0.0023,C124C384,N03
3812,Canada,Jamaica,0.0022,C124C388,N03
3813,Canada,Japan,0.0346,C124C392,N03
3814,Canada,Kazakhstan,0.0,C124C398,N03
3815,Canada,Jordan,0.0002,C124C400,N03
3816,Canada,Kenya,0.0,C124C404,N03
3817,Canada,"Korea, Republic of",0.049,C124C410,N03
3818,Canada,"Kuwait, the State of",0.0003,C124C414,N03
3819,Canada,Kyrgyz Republic,0.0003,C124C417,N03
3820,Canada,Lao PDR,0.0,C124C418,N03
3821,Canada,Lebanese Republic,0.0002,C124C422,N03
3822,Canada,Lesotho,0.0,C124C426,N03
3823,Canada,Latvia,0.0007,C124C428,N03
3824,Canada,Libya,0.0003,C124C434,N03
3825,Canada,Lithuania,0.0024,C124C440,N03
3826,Canada,Luxembourg,0.0,C124C442,N03
3827,Canada,"Macao, China",0.034600000000000006,C124C446,N03
3828,Canada,Madagascar,0.0035,C124C450,N03
3829,Canada,Malawi,0.0001,C124C454,N03
3830,Canada,Malaysia,0.0011,C124C458,N03
3831,Canada,Maldives,0.0,C124C462,N03
3832,Canada,Mali,0.0,C124C466,N03
3833,Canada,Malta,0.0093,C124C470,N03
3834,Canada,Mauritania,0.0,C124C478,N03
3835,Canada,Mauritius,0.0023,C124C480,N03
3836,Canada,Mexico,0.07890000000000001,C124C484,N03
3837,Canada,Mongolia,0.0,C124C496,N03
3838,Canada,"Moldova, Republic of",0.0002,C124C498,N03
3839,Canada,Morocco,0.0001,C124C504,N03
3840,Canada,Mozambique,0.0002,C124C508,N03
3841,Canada,Oman,0.0018,C124C512,N03
3842,Canada,Namibia,0.0001,C124C516,N03
3843,Canada,Nepal,0.0008,C124C524,N03
3844,Canada,Netherlands,0.0070999999999999995,C124C528,N03
3845,Canada,New Zealand,0.0256,C124C554,N03
3846,Canada,Nicaragua,0.0,C124C558,N03
3847,Canada,Niger,0.0001,C124C562,N03
3848,Canada,Nigeria,0.0037,C124C566,N03
3849,Canada,Norway,0.0094,C124C578,N03
3850,Canada,Pakistan,0.0003,C124C586,N03
3851,Canada,Panama,0.0,C124C591,N03
3852,Canada,Paraguay,0.0,C124C600,N03
3853,Canada,Peru,0.0017,C124C604,N03
3854,Canada,Philippines,0.0019,C124C608,N03
3855,Canada,Poland,0.0036,C124C616,N03
3856,Canada,Portugal,0.0261,C124C620,N03
3857,Canada,Timor-Leste,0.0,C124C626,N03
3858,Canada,Qatar,0.0,C124C634,N03
3859,Canada,Romania,0.0052,C124C642,N03
3860,Canada,Russian Federation,0.0,C124C643,N03
3861,Canada,Rwanda,0.0009,C124C646,N03
3862,Canada,Saint Kitts and Nevis,0.0014,C124C659,N03
3863,Canada,Saint Lucia,0.0023,C124C662,N03
3864,Canada,Saint Vincent and the Grenadines,0.0003,C124C670,N03
3865,Canada,Sao Tom̩ and Principe,0.0,C124C678,N03
3866,Canada,"Saudi Arabia, Kingdom of",0.0,C124C682,N03
3867,Canada,Senegal,0.0,C124C686,N03
3868,Canada,Seychelles,0.0,C124C690,N03
3869,Canada,Sierra Leone,0.0,C124C694,N03
3870,Canada,Singapore,0.008,C124C702,N03
3871,Canada,Slovak Republic,0.0088,C124C703,N03
3872,Canada,Viet Nam,0.0012,C124C704,N03
3873,Canada,Slovenia,0.0092,C124C705,N03
3874,Canada,South Africa,0.0091,C124C710,N03
3875,Canada,Zimbabwe,0.0019,C124C716,N03
3876,Canada,Spain,0.0422,C124C724,N03
3877,Canada,Sudan,0.0001,C124C736,N03
3878,Canada,Suriname,0.0,C124C740,N03
3879,Canada,Eswatini,0.0003,C124C748,N03
3880,Canada,Sweden,0.0446,C124C752,N03
3881,Canada,Switzerland,0.119,C124C756,N03
3882,Canada,Tajikistan,0.0,C124C762,N03
3883,Canada,Thailand,0.0019,C124C764,N03
3884,Canada,Togo,0.0,C124C768,N03
3885,Canada,Tonga,0.0,C124C776,N03
3886,Canada,Trinidad and Tobago,0.0018,C124C780,N03
3887,Canada,United Arab Emirates,0.0031999999999999997,C124C784,N03
3888,Canada,Tunisia,0.0041,C124C788,N03
3889,Canada,Turkey,0.0144,C124C792,N03
3890,Canada,Uganda,0.0001,C124C800,N03
3891,Canada,Ukraine,0.0002,C124C804,N03
3892,Canada,North Macedonia,0.0033,C124C807,N03
3893,Canada,Egypt,0.0036999999999999997,C124C818,N03
3894,Canada,United Kingdom,0.0559,C124C826,N03
3895,Canada,Tanzania,0.0001,C124C834,N03
3896,Canada,USA,0.4655,C124C840,N03
3897,Canada,Burkina Faso,0.0002,C124C854,N03
3898,Canada,Uruguay,0.0012,C124C858,N03
3899,Canada,Uzbekistan,0.0,C124C860,N03
3900,Canada,Venezuela,0.0,C124C862,N03
3901,Canada,Samoa,0.0,C124C882,N03
3902,Canada,Yemen,0.0,C124C887,N03
3903,Canada,Serbia,0.0,C124C892,N03
3904,Canada,Montenegro,0.0,C124C893,N03
3905,Canada,Zambia,0.0001,C124C894,N03
3906,Canada,European Union,0.41960000000000003,C124U918,N03
3907,Sri Lanka,Afghanistan,0.0001,C144C004,N03
3908,Sri Lanka,Albania,0.0,C144C008,N03
3909,Sri Lanka,Algeria,0.0,C144C012,N03
3910,Sri Lanka,Angola,0.0,C144C024,N03
3911,Sri Lanka,Antigua and Barbuda,0.0,C144C028,N03
3912,Sri Lanka,Azerbaijan,0.0,C144C031,N03
3913,Sri Lanka,Argentina,0.0051,C144C032,N03
3914,Sri Lanka,Australia,0.0047,C144C036,N03
3915,Sri Lanka,Austria,0.0057,C144C040,N03
3916,Sri Lanka,Bahamas,0.0,C144C044,N03
3917,Sri Lanka,"Bahrain, Kingdom of",0.0,C144C048,N03
3918,Sri Lanka,Bangladesh,0.1827,C144C050,N03
3919,Sri Lanka,Armenia,0.0,C144C051,N03
3920,Sri Lanka,Barbados,0.0,C144C052,N03
3921,Sri Lanka,Belgium,0.08270000000000001,C144C056,N03
3922,Sri Lanka,Bolivia,0.0001,C144C068,N03
3923,Sri Lanka,Bosnia & Herzegovina,0.0,C144C070,N03
3924,Sri Lanka,Botswana,0.0,C144C072,N03
3925,Sri Lanka,Brazil,0.0014,C144C076,N03
3926,Sri Lanka,Belize,0.0,C144C084,N03
3927,Sri Lanka,Solomon Islands,0.0,C144C090,N03
3928,Sri Lanka,Brunei Darussalam,0.0,C144C096,N03
3929,Sri Lanka,Bulgaria,0.0015999999999999999,C144C100,N03
3930,Sri Lanka,Myanmar,0.0001,C144C104,N03
3931,Sri Lanka,Burundi,0.0,C144C108,N03
3932,Sri Lanka,Belarus,0.0,C144C112,N03
3933,Sri Lanka,Cambodia,0.0,C144C116,N03
3934,Sri Lanka,Cameroon,0.0,C144C120,N03
3935,Sri Lanka,Canada,0.0001,C144C124,N03
3936,Sri Lanka,Cabo Verde,0.0,C144C132,N03
3937,Sri Lanka,Central African Republic,0.0,C144C140,N03
3938,Sri Lanka,Chad,0.0,C144C148,N03
3939,Sri Lanka,Chile,0.0,C144C152,N03
3940,Sri Lanka,China,0.3192,C144C156,N03
3941,Sri Lanka,"Taipei, Chinese",0.0,C144C158,N03
3942,Sri Lanka,Colombia,0.0,C144C170,N03
3943,Sri Lanka,Comoros,0.0,C144C174,N03
3944,Sri Lanka,Congo,0.0,C144C178,N03
3945,Sri Lanka,Congo (DRC),0.0,C144C180,N03
3946,Sri Lanka,Costa Rica,0.0,C144C188,N03
3947,Sri Lanka,Croatia,0.0,C144C191,N03
3948,Sri Lanka,Cuba,0.0,C144C192,N03
3949,Sri Lanka,Cyprus,0.0034999999999999996,C144C196,N03
3950,Sri Lanka,Czech Republic,0.0,C144C203,N03
3951,Sri Lanka,Benin,0.0,C144C204,N03
3952,Sri Lanka,Denmark,0.0077,C144C208,N03
3953,Sri Lanka,Dominican Republic,0.0,C144C214,N03
3954,Sri Lanka,Ecuador,0.0,C144C218,N03
3955,Sri Lanka,El Salvador,0.0002,C144C222,N03
3956,Sri Lanka,Ethiopia,0.0,C144C231,N03
3957,Sri Lanka,Estonia,0.0,C144C233,N03
3958,Sri Lanka,Fiji,0.0,C144C242,N03
3959,Sri Lanka,Finland,0.0018,C144C246,N03
3960,Sri Lanka,France,0.0319,C144C250,N03
3961,Sri Lanka,Gabon,0.0,C144C266,N03
3962,Sri Lanka,Georgia,0.0,C144C268,N03
3963,Sri Lanka,The Gambia,0.0,C144C270,N03
3964,Sri Lanka,Germany,0.0586,C144C276,N03
3965,Sri Lanka,Ghana,0.0,C144C288,N03
3966,Sri Lanka,Greece,0.0011,C144C300,N03
3967,Sri Lanka,Grenada,0.0,C144C308,N03
3968,Sri Lanka,Guatemala,0.0,C144C320,N03
3969,Sri Lanka,Guinea,0.0,C144C324,N03
3970,Sri Lanka,Guyana,0.0,C144C328,N03
3971,Sri Lanka,Honduras,0.0,C144C340,N03
3972,Sri Lanka,"Hong Kong, China",0.0001,C144C344,N03
3973,Sri Lanka,Hungary,0.0018000000000000002,C144C348,N03
3974,Sri Lanka,Iceland,0.0,C144C352,N03
3975,Sri Lanka,India,0.29610000000000003,C144C356,N03
3976,Sri Lanka,Indonesia,0.0334,C144C360,N03
3977,Sri Lanka,Iran,0.019799999999999998,C144C364,N03
3978,Sri Lanka,Ireland,0.0103,C144C372,N03
3979,Sri Lanka,Israel,0.0001,C144C376,N03
3980,Sri Lanka,Italy,0.006200000000000001,C144C380,N03
3981,Sri Lanka,C̫te d'Ivoire,0.0,C144C384,N03
3982,Sri Lanka,Jamaica,0.0,C144C388,N03
3983,Sri Lanka,Japan,0.0043,C144C392,N03
3984,Sri Lanka,Kazakhstan,0.0,C144C398,N03
3985,Sri Lanka,Jordan,0.0004,C144C400,N03
3986,Sri Lanka,Kenya,0.0,C144C404,N03
3987,Sri Lanka,"Korea, Republic of",0.0044,C144C410,N03
3988,Sri Lanka,"Kuwait, the State of",0.0,C144C414,N03
3989,Sri Lanka,Kyrgyz Republic,0.0,C144C417,N03
3990,Sri Lanka,Lao PDR,0.0,C144C418,N03
